osm_id,code,fclass,name,objectid2,province,district,tehsil,lat,lng
61146664,2601,bank,عسکری بینک,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6981,73.0113
61146673,2601,bank,الائیڈ بینک لمیٹڈ,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6977,73.0106
61146691,2601,bank,United Bank Ltd,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.696,73.0119
88433623,2601,bank,عسکری بینک,0,SINDH,KARACHI,SADDAR TOWN,24.85,67.0096
88958224,2723,monument,Quaid-e-Azam Muhammad Ali Jinnah,0,SINDH,KARACHI,JAMSHED TOWN,24.8732,67.0373
99021896,2016,market_place,Liberty Market,354,PUNJAB,LAHORE,LAHORE CANTT,31.5113,74.345
110694316,2724,memorial,Minar-e-Pakistan,355,PUNJAB,LAHORE,LAHORE CITY,31.5925,74.3095
110694316,2721,attraction,Minar-e-Pakistan,355,PUNJAB,LAHORE,LAHORE CITY,31.5925,74.3095
199588019,2950,tower,,0,SINDH,KARACHI,KIAMARI TOWN,24.8542,66.9089
203443343,2742,viewpoint,乔戈里峰 کے ٹو,215,GILGIT BALTISTAN,SKARDU,SHIGAR,35.8817,76.5133
211325636,2301,restaurant,Daman-e-Koh,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7384,73.057
211325636,2742,viewpoint,Daman-e-Koh,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7384,73.057
212538228,2601,bank,اسٹینڈرڈ چارٹرڈ,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6838,72.9868
234511823,2601,bank,اسٹینڈرڈ چارٹرڈ,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6967,73.0113
237459304,2601,bank,City Bank,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6849,72.9888
237492791,2601,bank,Saudi Pak Commercial Bank,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6838,72.9869
237495339,2601,bank,عسکری بینک,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6844,72.986
240218764,2110,hospital,Ali Medical Centre,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7105,73.0418
241905500,2511,convenience,Tariq Market,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6905,72.9988
242106656,2501,supermarket,شہزاد ٹاؤن Shehzad Town Chak Shehzad islamabad,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6725,73.1398
247682428,2082,school,Islamabad College for Girls,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7303,73.0729
247889520,2904,fountain,,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7299,73.0942
247892561,2724,memorial,,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.745,73.133
247921889,2724,memorial,Chand Sitara,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6981,73.0862
247946640,2110,hospital,نوری ہسپتال,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6999,73.0545
248021965,2253,swimming_pool,,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6989,73.0956
248864319,2082,school,FG Boys Model School,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6848,73.0203
248933542,2203,cinema,Cinepax,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5857,73.0733
253018400,2110,hospital,Poly Clinic Hospital,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7211,73.0828
253161850,2733,archaeological,Mohenjo-daro VS area,465,SINDH,LARKANA,DOKRI,27.3217,68.1366
253180176,2301,restaurant,Khanji - Highway,0,SINDH,KARACHI,GADAP TOWN,24.985,67.2144
254665431,2001,police,تھانہ کوہسار,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7221,73.0603
254668137,2005,post_office,Pakistan Post Mall,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7188,73.0531
254765715,2952,water_tower,,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6123,73.0638
254765936,2082,school,Sir Syed Public School,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6051,73.0771
254765978,2084,college,Vaqar un Nisa Girls College,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6038,73.0759
254766152,2084,college,Rawalpindi Medical College,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6027,73.0684
254766326,2084,college,Gordon College,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6084,73.0617
254766721,2007,library,Municipal Library,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6055,73.0651
254890079,2007,library,Al Sadiq Library Education Center,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6886,73.0233
254975704,2303,cafe,The Hot Spot,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7259,73.0577
254975815,2303,cafe,The Gelato Affair,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.726,73.0578
254975882,2303,cafe,گلوریا جینز,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7261,73.0579
254976251,2301,restaurant,Golden Dragon,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7263,73.0578
254979635,2303,cafe,The Hot Spot Cafe,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7364,73.0814
254982061,2203,cinema,NAFDEC Cinema,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7204,73.0744
254985095,2601,bank,Muslim Commercial Bank,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7251,73.0859
255764767,2110,hospital,CMH,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5816,73.0493
255910264,2082,school,,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6964,73.0542
255913888,2001,police,Rescue 15,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6995,73.0597
255934563,2203,cinema,,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7167,73.0856
255935080,2601,bank,ایچ بی ایل پاکستان,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7184,73.0854
255937348,2601,bank,Muslim Commercial Bank,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7163,73.0856
255954369,2110,hospital,Healthways,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5953,73.0575
256071139,2009,courthouse,District Courts,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5845,73.0661
256371663,2082,school,Beaconhouse Margalla Campus,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6823,73.0666
256825235,2082,school,Froebel's International School,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7226,73.0531
258067338,2511,convenience,Salman Market,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6823,72.9803
258986553,2084,college,Islamabad Model College for Boys I-8/3,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6715,73.0729
267194717,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.47,74.3762
270893763,2511,convenience,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4716,74.3732
270894506,2204,park,Sec Z Prk Ph 3,354,PUNJAB,LAHORE,LAHORE CANTT,31.4786,74.3815
270900302,2004,post_box,,354,PUNJAB,LAHORE,LAHORE CANTT,31.479,74.3915
270900974,2204,park,Sec E,354,PUNJAB,LAHORE,LAHORE CANTT,31.4793,74.3904
270903705,2204,park,Sec T & S Ph 2,354,PUNJAB,LAHORE,LAHORE CANTT,31.4747,74.4018
271065685,2082,school,Pak Railway Academy,354,PUNJAB,LAHORE,LAHORE CANTT,31.4875,74.3593
271071188,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4844,74.3829
271072589,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4852,74.3864
271075820,2001,police,DHA Police Station,354,PUNJAB,LAHORE,LAHORE CANTT,31.4741,74.3941
271076822,2121,dentist,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4745,74.3941
271096995,2082,school,DPS Girls,354,PUNJAB,LAHORE,LAHORE CANTT,31.4739,74.4007
271105745,2110,hospital,DHA Medical Center Phase III,354,PUNJAB,LAHORE,LAHORE CANTT,31.4767,74.3715
271107138,2082,school,DPS Sec Z Ph 3,354,PUNJAB,LAHORE,LAHORE CANTT,31.4712,74.3836
271108275,2007,library,DHA Library,354,PUNJAB,LAHORE,LAHORE CANTT,31.47,74.3853
271110942,2082,school,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4672,74.3708
271136395,2204,park,Sec C Ph 1,354,PUNJAB,LAHORE,LAHORE CANTT,31.4804,74.3851
271137380,2204,park,Sec C Ph 1,354,PUNJAB,LAHORE,LAHORE CANTT,31.4792,74.3873
271138954,2082,school,The Lhr ALMA,354,PUNJAB,LAHORE,LAHORE CANTT,31.4815,74.3866
271140455,2082,school,Lhr Grammer,354,PUNJAB,LAHORE,LAHORE CANTT,31.4809,74.3909
271146376,2204,park,Sec J Ph 1,354,PUNJAB,LAHORE,LAHORE CANTT,31.4783,74.3899
271166561,2082,school,Boys College,354,PUNJAB,LAHORE,LAHORE CANTT,31.4911,74.3848
271284373,2111,clinic,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4856,74.3947
271319950,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.471,74.395
271696527,2082,school,Girls Collage,354,PUNJAB,LAHORE,LAHORE CANTT,31.4629,74.3901
271738937,2204,park,Park Sec AA Ph 4,354,PUNJAB,LAHORE,LAHORE CANTT,31.4587,74.3678
271785889,2082,school,OPF Boys College,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6828,73.0705
271786131,2082,school,Islamabad Convent,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6817,73.0712
271790194,2001,police,Margalla Police Station,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7093,73.0404
271971145,2742,viewpoint,Gasherbrum I 加舒尔布鲁木第一峰,215,GILGIT BALTISTAN,SKARDU,SHIGAR,35.7247,76.6976
272274933,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4624,74.3751
272275806,2082,school,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4631,74.3748
272276860,2204,park,Park CC Ph 4,354,PUNJAB,LAHORE,LAHORE CANTT,31.4619,74.3817
272277616,2204,park,Park Sec JJ Ph 4,354,PUNJAB,LAHORE,LAHORE CANTT,31.4548,74.3899
272282633,2204,park,Sec GG Park Ph 4,354,PUNJAB,LAHORE,LAHORE CANTT,31.4551,74.3868
272328924,2204,park,Park Sec FF Ph 4,354,PUNJAB,LAHORE,LAHORE CANTT,31.4604,74.3907
272338673,2005,post_office,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5054,74.3823
272338687,2082,school,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5041,74.382
272340167,2205,playground,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5156,74.3796
272344294,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5214,74.3811
272344518,2303,cafe,Services Club,354,PUNJAB,LAHORE,LAHORE CANTT,31.5185,74.3777
272380798,2721,attraction,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5419,74.3506
272381173,2303,cafe,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5379,74.3537
272381690,2084,college,Aitchison College,354,PUNJAB,LAHORE,LAHORE CANTT,31.5502,74.3456
272388931,2082,school,,354,PUNJAB,LAHORE,LAHORE CANTT,31.5693,74.3741
275772610,2401,hotel,Laraib Inn,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6822,73.0363
277500673,2722,museum,Pakistan Museum of Natural History,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6865,73.0761
277504376,2402,motel,ایڈونچر ان,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6898,73.1111
278618017,2721,attraction,Lipa Hut,400,PUNJAB,RAWALPINDI,MURREE,33.9192,73.4371
278618050,2952,water_tower,,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5965,73.045
285993886,2502,bakery,Oven Fresh Bakery,0,SINDH,KARACHI,N.NAZIMABAD TOWN,24.9383,67.0418
296092445,2082,school,Govt High School No.1 Haripur,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9941,72.9336
296159440,2082,school,Darul Aluum Islamia Rehmania,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9989,72.9313
296159916,2005,post_office,G.P.O,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9956,72.9334
296160067,2082,school,Govt. Girl's Pilot School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9952,72.9354
296344805,2082,school,Govt. Girl's College,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,34.0008,72.9313
296345225,2110,hospital,D.H.Q. Hospital,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9994,72.9152
296350543,2084,college,Post Graduate College,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9871,72.902
296352940,2082,school,Fauji Foundation School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9996,72.9129
296353603,2082,school,Gate of Knowledge,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9969,72.9309
296360951,2401,hotel,Qureshi Hotel,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9941,72.9331
296362514,2082,school,Govt.High School No.2,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9984,72.9405
296365795,2082,school,Sir Syed College,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,34.001,72.9301
296403549,2401,hotel,Aafaq Hotel,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9956,72.9432
296404186,2601,bank,نیشنل بینک آف پاکستان,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9953,72.9447
296413046,2082,school,Gov. Girls School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9994,72.9315
296413104,2082,school,Elementary College,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9943,72.9301
296413617,2082,school,"FEF College for Women, Haripur",239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9933,72.9308
296875552,2007,library,Muncipal Library Haripur,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9944,72.9338
297159227,2110,hospital,Alrasheed Hospital Haripur,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9962,72.9296
297160102,2723,monument,,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9956,72.9425
297213052,2110,hospital,Alghazi Hospital,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9968,72.9321
297213176,2082,school,Yateem Khana,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9934,72.9324
297233686,2082,school,Govt. High School Darwesh,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9903,72.9101
297235224,2082,school,International Public School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9875,72.911
297235254,2082,school,Hazara Public School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9854,72.9166
297469184,2082,school,Telecom Girl's School Haripur,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9679,72.9235
297470231,2110,hospital,TIP Hospital,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.969,72.9267
297470327,2501,supermarket,,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9697,72.9252
297471025,2204,park,TIP Children Park,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9691,72.9209
297471981,2303,cafe,Officer's Club (Marriage Hall),239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9711,72.9212
297472052,2082,school,Telecom Boys's Public School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9757,72.9291
297476467,2082,school,Govt. Commerce College,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,34.0026,72.9005
297476902,2082,school,Gov. Girl's High School Dheendah,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.998,72.8866
297480806,2009,courthouse,New Session Court,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9945,72.9353
297482850,2001,police,Police Station Haripur,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9991,72.9358
297486607,2082,school,Mohallah Koha,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,34.0001,72.9327
297647107,2084,college,WAPDA Training College,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6802,73.0645
297647180,2084,college,Polytechnical Institute for Women,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6761,73.0556
297647258,2081,university,علامہ اقبال اوپن یونیورسٹی,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6842,73.0556
297647608,2005,post_office,Pakistan Post Headquarters,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.693,73.0607
297647905,2002,fire_station,Islamabad Fire Department,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.6996,73.0731
297648462,2110,hospital,Islamabad International َDental Hospital and College,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7054,73.0794
297683371,2082,school,GHS for Boys,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9328,72.8577
298958179,2401,hotel,Shangrila Resort,216,GILGIT BALTISTAN,SKARDU,SKARDU,35.4276,75.4557
299014484,2401,hotel,PTDC Motel Baesham,268,KHYBER PAKHTUNKHWA,SHANGLA,BISHAM,34.8997,72.8616
299014485,2401,hotel,Besham Rana Lodge,268,KHYBER PAKHTUNKHWA,SHANGLA,BISHAM,34.9069,72.8628
299073131,2404,guesthouse,Phander River View Hotel,203,GILGIT BALTISTAN,GHIZER,GUPIS,36.162,72.8899
299725962,2732,ruins,Mandar,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9992,72.9344
299726226,2723,monument,Purani Committee,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9991,72.9336
300856816,2504,mall,Main Market Gulberg,354,PUNJAB,LAHORE,LAHORE CANTT,31.5242,74.3461
301886052,2741,picnic_site,Chair Lift Centre,218,KHYBER PAKHTUNKHWA,ABBOTTABAD,HAVELIAN,33.9082,73.2851
302217631,2401,hotel,PTDC Hotel,285,KHYBER PAKHTUNKHWA,UPPER DIR,DIR,35.232,71.8618
303062728,2016,market_place,Barkat Market,354,PUNJAB,LAHORE,LAHORE CANTT,31.5,74.3211
303179593,2742,viewpoint,Khan Pur Dam,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.8121,72.9216
303276466,2082,school,Beconhouse,354,PUNJAB,LAHORE,LAHORE CANTT,31.4793,74.3603
303945094,2082,school,Shofait Intl,355,PUNJAB,LAHORE,LAHORE CITY,31.4744,74.2792
303950676,2204,park,,355,PUNJAB,LAHORE,LAHORE CITY,31.4721,74.28
304209460,2204,park,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4525,74.3158
304504129,2082,school,COMSAT University Lahore,355,PUNJAB,LAHORE,LAHORE CITY,31.4005,74.1984
304566343,2084,college,Allama Iqbal Medical College,354,PUNJAB,LAHORE,LAHORE CANTT,31.4878,74.2977
304949502,2081,university,VC Ground,354,PUNJAB,LAHORE,LAHORE CANTT,31.4997,74.3019
305600989,2084,college,DHA Boy's,354,PUNJAB,LAHORE,LAHORE CANTT,31.4659,74.3955
306544013,2301,restaurant,"Isloo Grill, Pir Sohawa",239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.7843,73.1104
307639472,2721,attraction,Shuuba Chowk / شوبہ چوک,81,KHYBER PAKHTUNKHWA,Peshawar,Peshawar I,34.0088,71.5636
309504972,2601,bank,Bank Alflah,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9959,72.9424
309505786,2110,hospital,Mother Care Maternity,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.996,72.9419
309598272,2110,hospital,Alfaisal Hospital,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9949,72.927
309598881,2501,supermarket,Gajal Plaza,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,34.0015,72.931
309675959,2501,supermarket,Jaferi Market,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9969,72.9326
310388840,2082,school,Govt. Primary School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9064,72.962
310388963,2082,school,Govt. High School,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.907,72.9654
312719028,2110,hospital,PAF Hospital,197,FEDERAL CAPITAL TERRITORY,ISLAMABAD,ISLAMABAD,33.7156,73.017
312951207,2601,bank,ایچ بی ایل پاکستان,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5939,73.0511
316435089,2732,ruins,تخت بھائی بدھ خانقاہ,263,KHYBER PAKHTUNKHWA,MARDAN,TAKHT BHAI,34.2862,71.9469
316435089,2721,attraction,تخت بھائی بدھ خانقاہ,263,KHYBER PAKHTUNKHWA,MARDAN,TAKHT BHAI,34.2862,71.9469
317621870,2084,college,Hashmat Ali Islamia Degree College,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6436,73.092
317751386,2303,cafe,,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.6378,73.0935
319134501,2904,fountain,Fawara Chowk,351,PUNJAB,KHUSHAB,KHUSHAB,32.2869,72.2804
319134501,2721,attraction,Fawara Chowk,351,PUNJAB,KHUSHAB,KHUSHAB,32.2869,72.2804
319135343,2301,restaurant,Bari's Biryani House,351,PUNJAB,KHUSHAB,KHUSHAB,32.2872,72.2802
345552199,2501,supermarket,XS Mobile,401,PUNJAB,RAWALPINDI,RAWALPINDI,33.5939,73.0552
347412355,2952,water_tower,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4185,74.2691
347412359,2952,water_tower,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4116,74.2655
360170600,2084,college,Govt College University Faisalabad,320,PUNJAB,FAISALABAD,FAISALABAD CITY,31.4172,73.0701
360174654,2010,prison,District Jail Faisalabad,320,PUNJAB,FAISALABAD,FAISALABAD CITY,31.4302,73.0761
364132863,2504,mall,Goldcrest Mall and Apartments,354,PUNJAB,LAHORE,LAHORE CANTT,31.4666,74.3817
366080415,2721,attraction,Pindi Point,400,PUNJAB,RAWALPINDI,MURREE,33.8929,73.3794
366080436,2084,college,لارنس کالج,400,PUNJAB,RAWALPINDI,MURREE,33.8863,73.369
366080451,2721,attraction,Kashmir Point,400,PUNJAB,RAWALPINDI,MURREE,33.9174,73.411
414646660,2082,school,Message Grammar School,355,PUNJAB,LAHORE,LAHORE CITY,31.4111,74.1816
444356921,2110,hospital,Nishtar Medical College,369,PUNJAB,MULTAN,MULTAN CITY,30.2029,71.4441
444357811,2111,clinic,University Clinic,369,PUNJAB,MULTAN,MULTAN CITY,30.2691,71.5027
444597688,2110,hospital,"Aliabad, Hospital",208,GILGIT BALTISTAN,HUNZA NAGAR,ALIABAD,36.3095,74.6145
444597755,2001,police,,208,GILGIT BALTISTAN,HUNZA NAGAR,ALIABAD,36.3056,74.6117
444598353,2303,cafe,Cafe and student biryani restaurent,208,GILGIT BALTISTAN,HUNZA NAGAR,ALIABAD,36.3077,74.618
444598922,2101,pharmacy,Al-Amin pharmacy,208,GILGIT BALTISTAN,HUNZA NAGAR,ALIABAD,36.3071,74.618
444599234,2082,school,Aliabad Model Academy,210,GILGIT BALTISTAN,HUNZA NAGAR,NAGAR-I,36.3042,74.6206
457309968,2422,camp_site,Saitcho,202,GILGIT BALTISTAN,GHANCHE,MASHABRUM,35.5168,76.401
457310243,2422,camp_site,Masherbrum Base Camp,202,GILGIT BALTISTAN,GHANCHE,MASHABRUM,35.5609,76.2997
479737407,2110,hospital,Alvi Dental Hospital,0,SINDH,KARACHI,JAMSHED TOWN,24.8564,67.0544
480667929,2082,school,Links Primary School,0,SINDH,KARACHI,SADDAR TOWN,24.8088,67.0307
480667930,2082,school,Links Pre School,0,SINDH,KARACHI,SADDAR TOWN,24.8079,67.0289
480667931,2082,school,Links Secondary School- Clifton 4,0,SINDH,KARACHI,SADDAR TOWN,24.8049,67.0296
482878992,2302,fast_food,پیزا ہٹ,239,KHYBER PAKHTUNKHWA,HARIPUR,HARIPUR,33.9952,72.9275
526681253,2201,theatre,Faisal Auditorium,354,PUNJAB,LAHORE,LAHORE CANTT,31.5035,74.3085
526681498,2902,bench,4 Number Gate,354,PUNJAB,LAHORE,LAHORE CANTT,31.501,74.3087
526681507,2110,hospital,PU Health Center,354,PUNJAB,LAHORE,LAHORE CANTT,31.5025,74.3116
526681563,2303,cafe,Main Cafeteria,354,PUNJAB,LAHORE,LAHORE CANTT,31.5037,74.3078
526681744,2405,hostel,Sir Syed Hostel No.1,354,PUNJAB,LAHORE,LAHORE CANTT,31.4982,74.3093
526681857,2404,guesthouse,PU Guest House,354,PUNJAB,LAHORE,LAHORE CANTT,31.504,74.3
526681860,2081,university,Department of Geography,354,PUNJAB,LAHORE,LAHORE CANTT,31.502,74.3085
526686824,2007,library,Main Library,354,PUNJAB,LAHORE,LAHORE CANTT,31.4994,74.3059
526687874,2405,hostel,Rahmat Ali Hall No.14,354,PUNJAB,LAHORE,LAHORE CANTT,31.4943,74.3043
526689373,2543,doityourself,Shopping Center,354,PUNJAB,LAHORE,LAHORE CANTT,31.4978,74.3081
526690133,2301,restaurant,Main Cafeteria,354,PUNJAB,LAHORE,LAHORE CANTT,31.4971,74.3069
526691482,2030,recycling,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4889,74.3087
526691835,2203,cinema,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4893,74.3108
526691835,2731,castle,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4893,74.3108
526696531,2084,college,Govt College Burewala,422,PUNJAB,VEHARI,BUREWALA,30.1627,72.6786
526698400,2501,supermarket,Grain Market Al-Muqeet Traders 37G,422,PUNJAB,VEHARI,BUREWALA,30.1558,72.6793
526702024,2405,hostel,Faculity Hostel for men,300,PUNJAB,BAHAWALPUR,BAHAWALPUR,29.3761,71.7587
526706371,2110,hospital,IUB Hospital,300,PUNJAB,BAHAWALPUR,BAHAWALPUR,29.3755,71.7542
526707546,2303,cafe,,300,PUNJAB,BAHAWALPUR,BAHAWALPUR,29.3774,71.7571
526708908,2722,museum,Auditorium,300,PUNJAB,BAHAWALPUR,BAHAWALPUR,29.3788,71.7568
533745299,2511,convenience,,354,PUNJAB,LAHORE,LAHORE CANTT,31.4729,74.3781
